title,spoken_languages,production_companies,production_countries,genres,keywords,original_language,popularity
The Big Hit,English,TriStar Pictures,United States of America,Comedy,dark comedy,en,6.425528
Harriet the Spy,English,Paramount Pictures,United States of America,Drama,woman director,en,4.63093
Child's Play 2,English,Universal Pictures,United States of America,Drama,toy comes to life,en,16.681567
No Good Deed,English,Will Packer Productions,United States of America,Thriller,serial killer,en,24.656067999999998
The Mist,English,Dimension Films,United States of America,Thriller,father son relationship,en,37.104353
Ex Machina,English,Film4,United Kingdom,Drama,friendship,en,95.130041
Being John Malkovich,English,Gramercy Pictures,United States of America,Drama,witch,en,27.546914
Two Can Play That Game,English,Screen Gems,United States of America,Comedy,N/A,en,2.2721299999999998
Earth to Echo,English,Walt Disney Studios Motion Pictures,United States of America,Adventure,alien,en,17.371326999999997
Crazy/Beautiful,English,Touchstone Pictures,United States of America,Drama,love of one's life,en,6.130096
Letters from Iwo Jima,English,Warner Bros.,United States of America,Drama,dying and death,en,24.472479999999997
The Astronaut Farmer,English,Polish Brothers Construction,United States of America,Drama,independent film,en,6.764436999999999
Woo,English,New Line Cinema,United States of America,Comedy,woman director,en,1.750054
Room,English,Téléfilm Canada,Canada,Drama,based on novel,en,66.11334000000001
Dirty Work,English,Metro-Goldwyn-Mayer (MGM),United States of America,Comedy,N/A,en,9.066881
Serial Mom,English,Savoy Pictures,United States of America,Comedy,independent film,en,6.170139
Dick,English,Columbia Pictures,United States of America,Comedy,richard nixon,en,4.7425370000000004
Light It Up,English,N/A,United States of America,Drama,N/A,en,1.212956
54,English,Miramax,United States of America,Drama,sex,en,11.880899000000001
Bubble Boy,English,Touchstone Pictures,United States of America,Drama,lovesickness,en,10.131122999999999
Birthday Girl,English,Film4,United States of America,Comedy,female nudity,en,5.831302
21 & Over,English,Relativity Media,United States of America,Comedy,alcohol,en,35.522027
"Paris, je t'aime",English,Filmazure,France,Drama,woman director,fr,10.573191
Resurrecting the Champ,English,Phoenix Pictures,United States of America,Drama,sport,en,4.898437
Admission,English,Focus Features,United States of America,Drama,princeton university,en,17.632445999999998
The Widow of Saint-Pierre,Français,Cinémaginaire Inc.,France,Drama,murder,en,1.7800650000000002
Chloe,English,StudioCanal,United States of America,Drama,lesbian,en,26.373864
Faithful,English,New Line Cinema,United States of America,Drama,flashback,en,1.6473349999999998
Find Me Guilty,English,Yari Film Group,United States of America,Drama,gangster,en,12.321302000000001
The Perks of Being a Wallflower,English,Summit Entertainment,United States of America,Drama,secret,en,43.444134999999996
Excessive Force,English,New Line Cinema,United States of America,Action,police,en,1.2791059999999999
Infamous,English,Killer Films,United States of America,Drama,author,en,3.6808959999999997
The Claim,English,Canal+,United Kingdom,Drama,N/A,en,2.996284
The Vatican Tapes,English,Lionsgate,United States of America,Thriller,exorcism,en,10.475368
Attack the Block,English,UK Film Council,United Kingdom,Comedy,alien,en,30.952377000000002
In the Land of Blood and Honey,English,FilmDistrict,United States of America,Drama,woman director,en,4.267466000000001
The Call,English,TriStar Pictures,United States of America,Thriller,murder,en,34.532418
Operation Chromite,English,Taewon Entertainment,South Korea,Drama,korea,ko,6.116436
The Crocodile Hunter: Collision Course,English,Metro-Goldwyn-Mayer (MGM),United States of America,Action,crocodile,en,1.7149720000000002
I Love You Phillip Morris,English,EuropaCorp,United States of America,Drama,small town,en,19.664699
Quest for Fire,No Language,Belstar Productions,United States of America,Drama,stone age,xx,6.537986
Antwone Fisher,English,Fox Searchlight Pictures,United States of America,Drama,biography,en,13.349012
The Emperor's Club,English,Universal Pictures,United States of America,Drama,N/A,en,6.796079
True Romance,English,Warner Bros.,United States of America,Thriller,love,en,35.268557
Womb,English,Razor Film Produktion GmbH,Germany,Romance,N/A,en,7.453347
Glengarry Glen Ross,English,New Line Cinema,United States of America,Drama,robbery,en,13.939054
The Killer Inside Me,English,Revolution Films,United States of America,Drama,sheriff,en,11.892615
Cat People,English,Universal Pictures,United States of America,Drama,shotgun,en,5.69872
Sorority Row,English,Summit Entertainment,United States of America,Thriller,serial killer,en,8.780512
The Prisoner of Zenda,English,United Artists,United States of America,Drama,kidnapping,en,4.021389
Lars and the Real Girl,English,Metro-Goldwyn-Mayer (MGM),United States of America,Drama,dying and death,en,15.817096
The Boy in the Striped Pyjamas,English,Miramax Films,United States of America,Drama,world war ii,en,34.821222999999996
Dancer in the Dark,English,Canal+,United States of America,Drama,murder,en,22.022228
Oscar and Lucinda,English,Fox Searchlight Pictures,United States of America,Drama,woman director,en,0.13938399999999998
The Funeral,English,C&P Productions,United States of America,Drama,murder,en,2.950618
Solitary Man,English,Millennium Films,United States of America,Drama,infidelity,en,7.497306
Machete,English,Dune Entertainment,United States of America,Comedy,politician,en,26.396190999999998
Casino Jack,English,Trigger Street Productions,Canada,Drama,duringcreditsstinger,en,6.546037
The Land Before Time,English,Universal Pictures,United States of America,Adventure,loss of mother,en,28.670192999999998
Tae Guk Gi: The Brotherhood of War,한국어/조선말,Showbox Entertainment,South Korea,Drama,archaeologist,ko,9.572705000000001
The Perfect Game,English,Prelude Pictures,United States of America,Drama,sport,en,0.9035290000000001
The Exorcist,English,Warner Bros.,United States of America,Drama,demon,en,47.584643
Jaws,English,Universal Pictures,United States of America,Thriller,dying and death,en,50.152327
American Pie,English,Universal Pictures,United States of America,Comedy,teenager,en,60.767168000000005
Ernest & Celestine,Français,StudioCanal,France,Drama,friendship,fr,11.103202
The Golden Child,English,Paramount Pictures,United States of America,Comedy,demon,en,15.262129999999999
Think Like a Man,English,Rainforest Films,United States of America,Comedy,duringcreditsstinger,en,6.035152
Barbershop,English,Metro-Goldwyn-Mayer (MGM),United States of America,Drama,neighbor,en,10.297189
Star Trek II: The Wrath of Khan,English,Paramount Pictures,United States of America,Thriller,space opera,en,22.434102
Ace Ventura: Pet Detective,English,Warner Bros.,United States of America,Comedy,dolphin,en,41.249004
WarGames,English,United Artists,United States of America,Thriller,fbi,en,23.161754000000002
Witness,English,Paramount Pictures,United States of America,Drama,suspense,en,19.195399
Act of Valor,English,Relativity Media,United States of America,Thriller,duringcreditsstinger,en,21.958054999999998
Step Up,English,Touchstone Pictures,United States of America,Drama,woman director,en,45.477802000000004
Beavis and Butt-Head Do America,English,Paramount Pictures,United States of America,Comedy,hotel,en,12.60629
Jackie Brown,English,Miramax Films,United States of America,Comedy,police,en,40.631671000000004
Harold & Kumar Escape from Guantanamo Bay,English,New Line Cinema,United States of America,Comedy,duringcreditsstinger,en,26.219597999999998
Chronicle,English,Twentieth Century Fox Film Corporation,United States of America,Drama,aftercreditsstinger,en,64.504747
Yentl,English,United Artists,United States of America,Drama,woman director,en,3.389249
Time Bandits,English,Handmade Films Ltd.,United Kingdom,Comedy,independent film,en,14.779537
Crossroads,English,Paramount Pictures,United States of America,Drama,woman director,en,6.7033190000000005
Project X,English,Silver Pictures,United States of America,Comedy,teenager,en,49.070321
Patton,English,Twentieth Century Fox Film Corporation,United States of America,Drama,biography,en,21.933822
One Hour Photo,English,Fox Searchlight Pictures,United States of America,Thriller,suspense,en,20.624896
Quarantine,English,Screen Gems,United States of America,Thriller,remake,en,8.083995
The Eye,English,Paramount Vantage,United States of America,Drama,dying and death,en,11.135734
Johnson Family Vacation,English,Fox Searchlight Pictures,United States of America,Comedy,N/A,en,4.623609
How High,English,Universal Pictures,United States of America,Comedy,teen movie,en,11.510280999999999
The Muppet Christmas Carol,English,Walt Disney Pictures,United States of America,Drama,musical,en,15.085981
Frida,English,Miramax Films,United States of America,Drama,woman director,en,18.422327
Katy Perry: Part of Me,English,Paramount Pictures,United States of America,Music,woman director,en,8.410688
The Fault in Our Stars,English,Fox 2000 Pictures,United States of America,Drama,based on novel,en,74.358971
Rounders,English,Miramax Films,United States of America,Drama,gambling,en,18.422007999999998
Top Five,English,Paramount Pictures,United States of America,Drama,reporter,en,15.896312
Prophecy,English,Paramount Pictures,United States of America,Science Fiction,monster,en,8.616589999999999
Stir of Echoes,English,Artisan Entertainment,United States of America,Thriller,murder,en,6.044161
Philomena,English,The Weinstein Company,United Kingdom,Drama,journalist,en,29.019503999999998
The Upside of Anger,English,New Line Cinema,United States of America,Drama,sex,en,6.2464
The Boys from Brazil,English,Producers Circle,United States of America,Drama,paraguay,en,5.315213
Aquamarine,English,Fox 2000 Pictures,United States of America,Comedy,woman director,en,16.931846
Paper Towns,English,Fox 2000 Pictures,United States of America,Drama,friendship,en,64.610671
My Baby's Daddy,English,N/A,United States of America,Comedy,woman director,en,4.480167
Nebraska,English,Paramount Vantage,United States of America,Drama,small town,en,29.223881
Tales from the Crypt: Demon Knight,English,Universal Pictures,United States of America,Comedy,blood,en,7.710797
Max Keeble's Big Move,English,Walt Disney Pictures,United States of America,Comedy,N/A,en,1.0818219999999998
Young Adult,English,Paramount Pictures,United States of America,Drama,jealousy,en,16.183746
Crank,English,Lions Gate Films,United States of America,Thriller,aftercreditsstinger,en,47.992816999999995
Def Jam's How to Be a Player,English,Island Pictures,United States of America,Comedy,sex,en,1.20245
Living Out Loud,English,New Line Cinema,United States of America,Drama,divorce,en,0.700792
Just Wright,English,Fox Searchlight Pictures,United States of America,Drama,woman director,en,10.409253
Rachel Getting Married,English,Clinica Estetico,United States of America,Drama,independent film,en,14.345428
The Postman Always Rings Twice,English,Lorimar Film Entertainment,United States of America,Drama,based on novel,en,6.803763000000001
Girl with a Pearl Earring,English,Archer Street Productions,United Kingdom,Drama,biography,en,19.944479
Das Boot,English,Westdeutscher Rundfunk (WDR),Germany,Drama,based on novel,de,26.967494
Sorority Boys,English,Touchstone Pictures,United States of America,Comedy,university,en,3.4445419999999998
About Time,English,Working Title Films,United Kingdom,Drama,london england,en,74.81764100000001
House of Flying Daggers,普通话,Beijing New Picture Film Co. Ltd.,China,Drama,martial arts,zh,21.064082
Arbitrage,English,Lionsgate,United States of America,Drama,cover-up,en,16.40512
Project Almanac,English,Paramount Pictures,United States of America,Thriller,teenager,en,32.940597
Cadillac Records,English,Parkwood Entertainment,United States of America,Drama,woman director,en,13.427427
Screwed,English,Universal Pictures,N/A,Comedy,N/A,en,5.359381
Fortress,English,Village Roadshow Pictures,United States of America,Thriller,dystopia,en,8.708229
For Your Consideration,English,Shangri-La Entertainment,United States of America,Drama,N/A,en,4.3304279999999995
Celebrity,English,Sweetland Films,United States of America,Drama,independent film,en,7.594593
Running with Scissors,English,TriStar Pictures,United States of America,Drama,gay,en,4.770194999999999
From Justin to Kelly,English,19 Entertainment,United States of America,Comedy,musical,en,1.623338
Girl 6,English,Fox Searchlight Pictures,United States of America,Comedy,independent film,en,2.993939
In the Cut,English,Pathe Productions,United States of America,Thriller,woman director,en,10.536092
Two Lovers,English,Wild Bunch,United States of America,Drama,love of one's life,en,8.290636
Last Orders,English,Future Films,United Kingdom,Drama,independent film,en,3.6038419999999998
The Host,한국어/조선말,Cineclick Asia,South Korea,Drama,family,ko,27.65527
The Pursuit of D.B. Cooper,English,N/A,United States of America,Thriller,N/A,en,1.379643
Ravenous,English,Twentieth Century Fox Film Corporation,United States of America,Comedy,woman director,en,9.164386
Charlie Bartlett,English,Metro-Goldwyn-Mayer (MGM),United States of America,Drama,independent film,en,9.779444
The Great Beauty,Español,Canal+,Italy,Drama,based on novel,it,32.523573
The Dangerous Lives of Altar Boys,English,Initial Entertainment Group (IEG),United States of America,Drama,independent film,en,2.2488799999999998
Stoker,English,Fox Searchlight Pictures,United States of America,Drama,mystery,en,27.322212
2046,普通话,Orly Films,Germany,Drama,based on novel,zh,12.664786999999999
Married Life,English,Anonymous Content,United States of America,Drama,sex,en,3.004432
Duma,English,Warner Bros.,South Africa,Drama,rescue,en,4.795244
Ondine,English,Irish Film Board,United States of America,Drama,alcohol,en,5.841285
Brother,English,Bandai Visual Company,United States of America,Drama,los angeles,ja,5.327714
Welcome to Collinwood,English,Warner Bros.,United States of America,Comedy,remake,en,3.582733
Critical Care,English,Live Entertainment,United States of America,Drama,hospital,en,2.678715
The Life Before Her Eyes,English,2929 Productions,United States of America,Drama,suspense,en,9.728143
Darling Companion,English,Kasdan Pictures,United States of America,Drama,aftercreditsstinger,en,2.303865
Trade,English,Centropolis Film Productions,United States of America,Drama,independent film,en,11.237374
Fateless,English,N/A,United Kingdom,Drama,world war ii,hu,1.906807
Breakfast of Champions,English,Hollywood Pictures,United States of America,Comedy,wife husband relationship,en,2.695896
"A Woman, a Gun and a Noodle Shop",普通话,Beijing New Picture Film Co. Ltd.,China,Drama,N/A,zh,1.416796
Cypher,English,Miramax Films,United States of America,Thriller,undercover,en,11.636883000000001
City of Life and Death,English,Media Asia Films,China,Drama,duringcreditsstinger,zh,4.793348
Legend of a Rabbit,English,N/A,N/A,Comedy,N/A,zh,0.7386520000000001
Space Battleship Yamato,日本語,Mainichi Broadcasting System (MBS),Japan,Science Fiction,N/A,ja,5.158067
5 Days of War,English,Midnight Sun Pictures,United States of America,Drama,journalist,en,5.727602
Triangle,English,UK Film Council,United Kingdom,Horror,murder,en,25.496926000000002
10 Days in a Madhouse,English,N/A,United States of America,Drama,undercover,en,0.489271
Heaven is for Real,English,TriStar Pictures,United States of America,Drama,based on novel,en,11.150261
Snatch,English,Columbia Pictures Corporation,United States of America,Thriller,sport,en,53.595686
Dancin' It's On,English,N/A,United States of America,Drama,hotel,cs,0.18623399999999998
Pet Sematary,English,Paramount Pictures,United States of America,Drama,woman director,en,20.747994
Madadayo,English,Tokuma Shoten,Japan,Drama,N/A,ja,2.930853
The Cry of the Owl,English,Myriad Pictures,United Kingdom,Drama,suspense,en,4.75919
A Tale of Three Cities,普通话,Huayi Brothers,China,Drama,woman director,zh,0.753362
Gremlins,English,Warner Bros.,United States of America,Comedy,small town,en,45.072136
Star Wars,English,Twentieth Century Fox Film Corporation,United States of America,Action,android,en,126.393695
Dirty Grandpa,English,Lionsgate,United States of America,Comedy,wedding,en,56.805781
Doctor Zhivago,English,Metro-Goldwyn-Mayer (MGM),United States of America,Drama,daughter,en,12.854853
Trash,English,Working Title Films,United Kingdom,Drama,drama,pt,14.637357000000002
High School Musical 3: Senior Year,English,Walt Disney Pictures,United States of America,Drama,duringcreditsstinger,en,21.801188
The Fighter,English,Paramount Pictures,United States of America,Drama,duringcreditsstinger,en,31.019381
Jackass Number Two,English,Paramount Pictures,United States of America,Comedy,stuntman,en,11.227087
My Cousin Vinny,English,Twentieth Century Fox Film Corporation,United States of America,Drama,prison,en,19.231507
If I Stay,English,New Line Cinema,United States of America,Drama,teenager,en,31.162838
Drive Hard,English,Odyssey Media,Canada,Comedy,N/A,en,3.94487
Major League,English,Paramount Pictures,United States of America,Comedy,sport,en,7.5591919999999995
St. Trinian's,English,Ealing Studios,United Kingdom,Comedy,duringcreditsstinger,en,7.377586999999999
Phone Booth,English,Fox 2000 Pictures,United States of America,Drama,terrorist,en,38.018085
A Walk to Remember,English,Warner Bros.,United States of America,Drama,based on novel,en,33.283553999999995
Dead Man Walking,English,Working Title Films,United States of America,Drama,prison,en,15.864927999999999
Cruel Intentions,English,Columbia Pictures,United States of America,Drama,sex,en,23.449703
Saw VI,English,Lionsgate,United States of America,Horror,aftercreditsstinger,en,31.900899
History of the World: Part I,English,Twentieth Century Fox Film Corporation,United States of America,Comedy,musical,en,14.282314000000001
The Secret Life of Bees,English,Fox Searchlight Pictures,United States of America,Adventure,woman director,en,7.645979
Corky Romano,English,Touchstone Pictures,United States of America,Comedy,N/A,en,3.4957580000000004
Raising Cain,English,Universal Pictures,United States of America,Drama,N/A,en,7.558959
F.I.S.T.,English,United Artists,United States of America,Drama,N/A,en,3.375208
Invaders from Mars,English,Cannon Pictures,United States of America,Science Fiction,remake,en,4.234269
Brooklyn,English,Irish Film Board,Canada,Drama,based on novel,en,39.337949
Barry Lyndon,English,Warner Bros.,United States of America,Drama,epic,en,29.543331
Out Cold,English,Touchstone Pictures,United States of America,Comedy,sport,en,4.12064
The Ladies Man,English,SNL Studios,United States of America,Comedy,female nudity,en,2.259537
Quartet,English,BBC Films,United Kingdom,Drama,musician,en,7.722021000000001
Tomcats,English,Columbia Pictures,United States of America,Comedy,group of friends,en,7.063053
Frailty,English,Cinerenta Medienbeteiligungs KG,United States of America,Drama,murder,en,16.003957999999997
Woman in Gold,English,BBC Films,United States of America,Drama,based on true story,en,21.204929
Kinsey,English,Fox Searchlight Pictures,United States of America,Drama,sex,en,6.799314
Army of Darkness,English,Universal Pictures,United States of America,Comedy,time travel,en,33.758281
Slackers,English,Screen Gems,United States of America,Comedy,male nudity,en,9.371811
What's Eating Gilbert Grape,English,Paramount Pictures,United States of America,Drama,independent film,en,33.282794
The Visual Bible: The Gospel of John,English,Gospel of John Ltd.,United Kingdom,Drama,christian,en,3.2081720000000002
Vera Drake,English,UK Film Council,United Kingdom,Drama,police,en,4.131918
The Guru,English,Universal Pictures,United States of America,Comedy,woman director,en,4.093287999999999
The Perez Family,English,"Samuel Goldwyn Company, The",United States of America,Drama,woman director,en,1.187671
Inside Llewyn Davis,English,StudioCanal,United States of America,Drama,new york city,en,36.319205
O,English,FilmEngine,United States of America,Drama,sex,en,4.146751999999999
Return to the Blue Lagoon,English,Columbia Pictures Corporation,Fiji,Drama,teenager,en,9.705589
The Molly Maguires,English,Paramount Pictures,United States of America,Drama,pennsylvania,en,1.3969850000000001
Romance & Cigarettes,English,United Artists,United States of America,Comedy,new york city,en,4.056774
Copying Beethoven,Deutsch,Sidney Kimmel Entertainment,United States of America,Drama,woman director,en,5.062687
Brighton Rock,English,StudioCanal,United Kingdom,Drama,violence,en,3.1221520000000003
Saw V,English,Lionsgate,United States of America,Thriller,serial killer,en,32.943847999999996
Machine Gun McCain,English,Euro International Film (EIA),Italy,Drama,mobster,it,0.700127
LOL,English,Double Feature Films,United States of America,Drama,woman director,en,31.763201000000002
Jindabyne,English,Australian Film Finance Corporation (AFFC),Australia,Drama,murder,en,8.950864
Kabhi Alvida Naa Kehna,English,Yash Raj Films,India,Drama,adultery,hi,3.246903
An Ideal Husband,English,Miramax Films,United States of America,Drama,N/A,en,4.519523
The Last Days on Mars,English,Canal+,United Kingdom,Thriller,zombie,en,18.764453
Darkness,English,Dimension Films,United States of America,Horror,family,en,6.340135
2001: A Space Odyssey,English,Metro-Goldwyn-Mayer (MGM),United States of America,Adventure,artificial intelligence,en,86.201184
E.T. the Extra-Terrestrial,English,Universal Pictures,United States of America,Adventure,space marine,en,56.105798
In the Land of Women,English,Castle Rock Entertainment,United States of America,Drama,teenager,en,12.792446
The Blue Butterfly,English,Palpable Productions,Canada,Drama,woman director,en,1.985552
There Goes My Baby,English,Nelson Entertainment,United States of America,Drama,N/A,en,0.037073
Housefull,हिन्दी,N/A,India,Drama,N/A,hi,0.12082000000000001
September Dawn,English,September Dawn,Canada,Drama,N/A,en,3.6468480000000003
For Greater Glory - The True Story of Cristiada,English,Dos Corazones,Mexico,Drama,duringcreditsstinger,en,5.759545
The Bélier Family,Français,France 2 Cinéma,France,Drama,family,fr,25.302978
Good Will Hunting,English,Miramax Films,United States of America,Drama,love,en,43.734885999999996
Misconduct,English,Lionsgate,United States of America,Drama,N/A,en,10.016909
Saw III,English,Lions Gate Films,United States of America,Thriller,nudity,en,33.124871
Stripes,English,Columbia Pictures Industries,United States of America,Comedy,u.s. army,en,10.892398
Bring It On,English,Beacon Communications,United States of America,Comedy,duringcreditsstinger,en,14.754281
The Purge: Election Year,English,Universal Pictures,United States of America,Thriller,dystopia,en,53.727146
She's All That,English,Miramax Films,United States of America,Comedy,teenager,en,8.9876
Saw IV,English,Lions Gate Films,United States of America,Thriller,violence,en,29.244768
White Noise,English,Universal Pictures,United States of America,Drama,death,en,14.447723000000002
Madea's Family Reunion,English,Lions Gate Films,United States of America,Drama,based on play,en,5.882208
The Color of Money,English,Touchstone Pictures,United States of America,Drama,sport,en,17.3393
The Longest Day,English,Twentieth Century Fox Film Corporation,United States of America,Drama,world war ii,en,19.524972
The Mighty Ducks,English,Walt Disney,United States of America,Comedy,sport,en,8.932837
The Grudge,English,Vertigo Entertainment,United States of America,Thriller,remake,en,35.695442
Happy Gilmore,English,Universal Pictures,United States of America,Comedy,sport,en,26.598884
Jeepers Creepers,English,United Artists,United States of America,Thriller,aftercreditsstinger,en,23.316208
Bill & Ted's Excellent Adventure,English,Orion Pictures,United States of America,Comedy,time travel,en,25.929893
Oliver!,English,Columbia Pictures Corporation,United Kingdom,Drama,musical,en,8.305997999999999
The Best Exotic Marigold Hotel,English,Participant Media,United States of America,Drama,based on novel,en,21.258991
Recess: School's Out,English,Walt Disney Television Animation,United States of America,Comedy,friends,en,5.699058
Mad Max Beyond Thunderdome,English,Kennedy Miller Productions,Australia,Action,dystopia,en,36.582038
Commando,English,Twentieth Century Fox Film Corporation,United States of America,Thriller,daughter,en,34.224204
The Boy,English,Lakeshore Entertainment,United States of America,Thriller,murder,en,38.179483000000005
Devil,English,Universal Pictures,United States of America,Thriller,claustrophobia,en,30.934688
Friday After Next,English,New Line Cinema,United States of America,Comedy,drug,en,7.499639
Insidious: Chapter 3,English,Sony Pictures,United States of America,Drama,sequel,en,45.946524
The Last Dragon,English,TriStar Pictures,United States of America,Comedy,martial arts,en,4.928776999999999
The Lawnmower Man,English,New Line Cinema,United States of America,Thriller,dream,en,10.125029
Nick and Norah's Infinite Playlist,English,Columbia Pictures,United States of America,Comedy,teenager,en,20.452448999999998
Dogma,English,View Askew Productions,United States of America,Comedy,duringcreditsstinger,en,14.543435
The Banger Sisters,English,Fox Searchlight Pictures,United States of America,Drama,family,en,6.015354
Twilight Zone: The Movie,English,Warner Bros.,United States of America,Drama,remake,en,12.902975
Road House,English,United Artists,United States of America,Thriller,revenge,en,6.216203
A Low Down Dirty Shame,English,Hollywood Pictures,United States of America,Comedy,violence,en,3.290639
Swimfan,English,Twentieth Century Fox Film Corporation,United States of America,Drama,high school,en,4.844451
Employee of the Month,English,Lionsgate,United States of America,Comedy,midlife crisis,en,9.559737
Can't Hardly Wait,English,Columbia Pictures,United States of America,Drama,woman director,en,11.350382000000002
The Outsiders,English,Warner Bros.,United States of America,Drama,based on young adult novel,en,13.455373000000002
Pete's Dragon,English,Walt Disney Pictures,United States of America,Adventure,remake,en,31.974359000000003
The Dead Zone,English,Paramount Pictures,United States of America,Thriller,independent film,en,16.785120000000003
Sinister 2,English,Blumhouse Productions,United States of America,Horror,sequel,en,26.090495
Sparkle,English,TriStar Pictures,United States of America,Drama,duringcreditsstinger,en,2.698185
Valentine,English,Warner Bros.,United States of America,Thriller,revenge,en,5.904126
The Fourth Kind,English,Universal Pictures,United States of America,Thriller,duringcreditsstinger,en,22.888173000000002
A Prairie Home Companion,English,River Road Entertainment,United States of America,Drama,usa,en,5.025446
Sugar Hill,English,Beacon Communications,United States of America,Drama,N/A,en,2.580808
Invasion U.S.A.,English,Cannon Films,United States of America,Thriller,N/A,en,4.192064
Roll Bounce,English,Fox Searchlight Pictures,United States of America,Drama,N/A,en,2.5963380000000003
Rushmore,English,Touchstone Pictures,United States of America,Drama,independent film,en,18.289303
Skyline,English,Relativity Media,United States of America,Science Fiction,duringcreditsstinger,en,26.268209000000002
The Second Best Exotic Marigold Hotel,English,Fox Searchlight Pictures,United States of America,Drama,india,en,17.592299
Kit Kittredge: An American Girl,English,New Line Cinema,United States of America,Drama,woman director,en,6.2714099999999995
The Perfect Man,English,Universal Pictures,United States of America,Drama,single,en,11.158906
Mo' Better Blues,English,Universal Pictures,United States of America,Drama,musical,en,3.079862
Kung Pow: Enter the Fist,English,Twentieth Century Fox Film Corporation,United States of America,Comedy,spoof,en,8.288813000000001
Tremors,English,Universal Pictures,United States of America,Action,small town,en,32.579696999999996
Wrong Turn,English,Regency Enterprises,United States of America,Thriller,death of a friend,en,33.555764
The Long Riders,English,United Artists,United States of America,History,brother brother relationship,en,2.959547
The Corruptor,English,New Line Cinema,United States of America,Thriller,new york,en,4.068107
Mud,English,FilmNation Entertainment,United States of America,Drama,river,en,17.663353
Reno 911!: Miami,English,Paramount Pictures,United States of America,Comedy,sex,en,4.207456
One Direction: This Is Us,English,Columbia Pictures,United States of America,Music,concert,en,7.944457000000001
"The Goods: Live Hard, Sell Hard",English,Paramount Vantage,United States of America,Comedy,duringcreditsstinger,en,3.352702
Hey Arnold! The Movie,English,Paramount Pictures,United States of America,Family,N/A,en,5.856363
My Week with Marilyn,English,The Weinstein Company,United Kingdom,Drama,based on novel,en,21.006078
The Matador,English,Miramax Films,United States of America,Drama,independent film,en,5.647538
Love Jones,English,New Line Cinema,United States of America,Drama,independent film,en,1.000178
The Gift,English,Blumhouse Productions,United States of America,Thriller,detective,en,27.247013
End of the Spear,English,Bearing Fruit Entertainment,United States of America,Drama,drama,en,1.83428
Get Over It,English,Miramax,United States of America,Comedy,high school,en,11.592129
Office Space,English,Twentieth Century Fox Film Corporation,United States of America,Comedy,duringcreditsstinger,en,18.366362
Drop Dead Gorgeous,English,New Line Cinema,United States of America,Comedy,mother daughter relationship,en,6.736274000000001
Big Eyes,English,The Weinstein Company,United States of America,Drama,wife husband relationship,en,28.570173999999998
Very Bad Things,English,Initial Entertainment Group (IEG),United States of America,Comedy,independent film,en,5.671691
Sleepover,English,N/A,United States of America,Comedy,teenager,en,5.842299
Body Double,English,Columbia Pictures Corporation,United States of America,Thriller,murder,en,9.525625999999999
MacGruber,English,Relativity Media,United States of America,Comedy,duringcreditsstinger,en,14.038511999999999
Dirty Pretty Things,English,Miramax Films,United Kingdom,Drama,london england,en,9.177896
Movie 43,English,Relativity Media,United States of America,Comedy,woman director,en,35.350303000000004
Over Her Dead Body,English,Gold Circle Films,United States of America,Comedy,romantic comedy,en,12.067921
Seeking a Friend for the End of the World,English,Focus Features,United States of America,Drama,woman director,en,30.863082000000002
Cedar Rapids,English,Ad Hominem Enterprises,United States of America,Comedy,duringcreditsstinger,en,10.254807000000001
American History X,English,New Line Cinema,United States of America,Drama,los angeles,en,73.56723199999999
The Collection,English,LD Entertainment,United States of America,Thriller,sequel,en,16.361743
Teacher's Pet,English,Walt Disney Pictures,United States of America,Drama,N/A,en,1.374409
The Red Violin,English,Channel Four Films,United Kingdom,Drama,auction,en,6.18869
The Straight Story,English,Walt Disney Pictures,United States of America,Drama,independent film,en,15.280261
Deuces Wild,English,United Artists,United States of America,Drama,new york city,en,0.7534810000000001
Bad Words,English,Darko Entertainment,United States of America,Comedy,competition,en,14.105392000000002
"Run, Fatboy, Run",English,Entertainment Films,United Kingdom,Comedy,father son relationship,en,14.905357
Heartbeeps,English,Universal Pictures,United States of America,Comedy,future,en,0.5180560000000001
Black or White,English,Treehouse Pictures,United States of America,Drama,widower,en,12.172131
On the Line,English,Miramax Films,United States of America,Comedy,N/A,en,3.084874
Rescue Dawn,English,Metro-Goldwyn-Mayer (MGM),United States of America,Drama,violence,en,17.078656
Danny Collins,English,Big Indie Pictures,United States of America,Drama,rock star,en,16.318607999999998
"Jeff, Who Lives at Home",English,Indian Paintbrush,United States of America,Drama,destiny,en,10.409155
I Am Love,English,Rai Cinema,Italy,Drama,adultery,it,5.355763
Atlas Shrugged Part II,English,Cinema Vehicle Services,United States of America,Drama,ayn rand,en,4.725357
Romeo Is Bleeding,English,Working Title Films,United States of America,Drama,suspense,en,4.850402
The Limey,English,Artisan Entertainment,United States of America,Drama,revenge,en,8.902102000000001
Crash,English,Yari Film Group,United States of America,Drama,police,en,28.223163
The House of Mirth,English,Arts Council of England,United States of America,Drama,N/A,en,3.007816
Malone,English,Orion Pictures,United States of America,Thriller,cia,en,1.610132
Peaceful Warrior,English,Universal,United States of America,Drama,N/A,en,8.326131
Bucky Larson: Born to Be a Star,English,Columbia Pictures,United States of America,Comedy,hollywood,en,3.919057
Bamboozled,English,New Line Cinema,United States of America,Drama,N/A,en,2.23411
The Forest,English,Lava Bear Films,United States of America,Thriller,forest,en,19.865989000000003
